model_name,split,actual,predicted,actual_category,predicted_category
linear_regression,test,2.933333333333333,2.110500521848874,moderate,low
linear_regression,test,2.466666666666667,3.1242039901424614,moderate,moderate
linear_regression,test,1.933333333333333,2.6048348179366583,low,moderate
linear_regression,test,2.2,1.5006713829360745,low,low
linear_regression,test,2.4,1.931495479288192,low,low
linear_regression,test,1.0666666666666669,1.7232878784510095,low,low
linear_regression,test,1.0,0.7302166142077091,low,low
linear_regression,test,3.533333333333333,0.18695098256135,high,low
linear_regression,test,3.6,1.1526972670205469,high,low
linear_regression,test,2.7333333333333334,1.899384367440469,moderate,low
linear_regression,test,2.333333333333333,2.6261932087594584,low,moderate
linear_regression,test,3.6,0.9898483859975028,high,low
linear_regression,test,3.733333333333333,1.840082111701553,high,low
linear_regression,test,2.2,1.8950385562897176,low,low
linear_regression,test,2.8,0.989349157772013,moderate,low
linear_regression,test,3.066666666666667,0.3374871707593376,moderate,low
linear_regression,test,4.6,0.3550803465959893,high,low
linear_regression,test,2.6153846153846154,2.204979071059465,moderate,low
linear_regression,test,0.0,0.8626462820916885,low,low
linear_regression,test,0.6666666666666666,0.3780006612463511,low,low
linear_regression,test,1.0,0.4080938764997146,low,low
linear_regression,test,0.5333333333333333,1.0197347628867792,low,low
linear_regression,test,0.2,0.8103115465255746,low,low
linear_regression,test,0.2,0.2140156940673057,low,low
linear_regression,test,0.3333333333333333,0.0198999132175945,low,low
linear_regression,test,0.3333333333333333,-0.0261492850046458,low,low
linear_regression,test,0.0,-0.0363256741734492,low,low
linear_regression,test,0.3333333333333333,-0.4934174106247919,low,low
linear_regression,test,1.7333333333333334,-0.4048877532556236,low,low
linear_regression,test,1.2,0.4375046640458713,low,low
linear_regression,test,0.0666666666666666,0.5946065259812325,low,low
linear_regression,test,0.8,-0.3537383669416893,low,low
linear_regression,test,1.3333333333333333,-0.9545386160933144,low,low
linear_regression,test,0.2,-0.5489122451362674,low,low
linear_regression,test,0.1333333333333333,-0.5880126863920534,low,low
linear_regression,test,1.2,-1.2585618505251803,low,low
linear_regression,test,0.4666666666666667,-1.0625421520773948,low,low
linear_regression,test,1.4,-0.9517748453596236,low,low
linear_regression,test,0.0,0.3128398714439697,low,low
linear_regression,test,0.0,0.5034318101894488,low,low
linear_regression,test,0.2,0.3328371657393676,low,low
linear_regression,test,0.3333333333333333,0.1723741113215835,low,low
linear_regression,test,0.0666666666666666,0.1989641705151488,low,low
linear_regression,test,0.0,0.0438034318570412,low,low
linear_regression,test,0.2,-0.2806138745115962,low,low
linear_regression,test,0.0666666666666666,-0.2776344482183539,low,low
linear_regression,test,0.0,-0.3414973061661994,low,low
linear_regression,test,0.1333333333333333,-0.498596402521505,low,low
linear_regression,test,0.4,-0.6698980510558084,low,low
linear_regression,test,0.2666666666666666,-0.5292009200134125,low,low
linear_regression,test,0.2666666666666666,-0.5732257739542383,low,low
linear_regression,test,0.3333333333333333,-0.7404418108486528,low,low
linear_regression,test,0.6666666666666666,-0.9379457666395652,low,low
linear_regression,test,0.3333333333333333,-0.7150680699908065,low,low
linear_regression,test,0.0,-0.9946749579117622,low,low
linear_regression,test,0.5333333333333333,-1.4122828448097238,low,low
linear_regression,test,0.1333333333333333,-1.3121429053042526,low,low
linear_regression,test,0.2666666666666666,-1.468643083428022,low,low
linear_regression,test,3.866666666666666,2.9291133319973945,high,moderate
linear_regression,test,3.466666666666667,3.0097736241362263,high,moderate
linear_regression,test,4.0,3.0263564787962625,high,moderate
linear_regression,test,3.933333333333333,3.150505355347573,high,moderate
linear_regression,test,3.6,2.8663325954028207,high,moderate
linear_regression,test,2.6666666666666665,2.63099543453383,moderate,moderate
linear_regression,test,3.533333333333333,1.802376039396702,high,low
linear_regression,test,3.2666666666666666,2.024400746290372,high,low
linear_regression,test,3.733333333333333,2.1655273898814835,high,low
linear_regression,test,4.0,2.527761501589007,high,moderate
linear_regression,test,4.333333333333333,2.202586981658137,high,low
linear_regression,test,4.466666666666667,2.543579356537744,high,moderate
linear_regression,test,4.466666666666667,2.691940128406547,high,moderate
linear_regression,test,4.533333333333333,2.343984457111703,high,low
linear_regression,test,3.866666666666666,2.184412648744712,high,low
linear_regression,test,3.733333333333333,1.6405683437069327,high,low
linear_regression,test,3.733333333333333,1.506660569808612,high,low
linear_regression,test,4.4,1.2641208907974324,high,low
linear_regression,test,4.2,1.611579048012913,high,low
linear_regression,test,4.6,1.3387083527969752,high,low
linear_regression,test,4.875,1.8035713151575017,high,low
linear_regression,test,7.133333333333334,6.015769360202032,high,high
linear_regression,test,7.533333333333333,6.029711193853197,high,high
linear_regression,test,8.666666666666666,6.18864690757956,high,high
linear_regression,test,8.266666666666667,6.535760945108251,high,high
linear_regression,test,7.333333333333333,6.640917587793201,high,high
linear_regression,test,7.266666666666667,5.876395672188716,high,high
linear_regression,test,7.8,4.868547730875976,high,high
linear_regression,test,7.333333333333333,5.179938779645216,high,high
linear_regression,test,8.0,5.529763476366088,high,high
linear_regression,test,7.6,5.605259177395066,high,high
linear_regression,test,8.533333333333333,5.065119195227711,high,high
linear_regression,test,9.066666666666666,5.752454299397495,high,high
linear_regression,test,7.666666666666667,5.935554688241439,high,high
linear_regression,test,7.466666666666667,5.15335856817382,high,high
linear_regression,test,8.666666666666666,4.174339971329846,high,high
linear_regression,test,7.466666666666667,4.56099000320188,high,high
linear_regression,test,7.8,4.746165395615179,high,high
linear_regression,test,8.466666666666667,4.641363867777061,high,high
linear_regression,test,8.266666666666667,4.218424114131788,high,high
linear_regression,test,7.533333333333333,4.805506409058204,high,high
linear_regression,test,7.727272727272727,4.155399885537781,high,high
linear_regression,test,7.133333333333334,5.079416455504823,high,high
linear_regression,test,7.866666666666666,5.584009502822134,high,high
linear_regression,test,7.066666666666666,5.866810250812575,high,high
linear_regression,test,6.333333333333333,5.52914258560842,high,high
linear_regression,test,7.2,5.065332058944214,high,high
linear_regression,test,7.6,4.893773748498526,high,high
linear_regression,test,6.466666666666667,5.246431877070993,high,high
linear_regression,test,6.6,4.6370301619046295,high,high
linear_regression,test,7.866666666666666,4.263117332949207,high,high
linear_regression,test,7.0,4.663340863302979,high,high
linear_regression,test,6.866666666666666,4.729018737404422,high,high
linear_regression,test,6.2,4.557560097463739,high,high
linear_regression,test,7.8,3.2591526043626944,high,high
linear_regression,test,8.6,4.243619433067005,high,high
linear_regression,test,6.533333333333333,5.025559224336884,high,high
linear_regression,test,8.066666666666666,4.340484488134703,high,high
linear_regression,test,7.933333333333334,3.9072662384026096,high,high
linear_regression,test,6.733333333333333,3.6535799679896246,high,high
linear_regression,test,6.2,3.939410189890289,high,high
linear_regression,test,7.333333333333333,2.489194236618796,high,moderate
linear_regression,test,7.133333333333334,2.799396519907208,high,moderate
linear_regression,test,8.6,3.445876940332965,high,high
linear_regression,test,8.5,4.278778267487096,high,high
linear_regression,test,1.8666666666666667,1.6506187353193909,low,low
linear_regression,test,1.2,1.1127649425273018,low,low
linear_regression,test,1.0666666666666669,1.362020000925784,low,low
linear_regression,test,0.0,0.6633719676970067,low,low
linear_regression,test,1.0,-0.3848020409998911,low,low
linear_regression,test,1.0,0.2598711958557755,low,low
linear_regression,test,1.4,0.5222677304612713,low,low
linear_regression,test,2.8,0.990569282569382,moderate,low
linear_regression,test,1.4666666666666666,1.6828778816204188,low,low
linear_regression,test,1.0,0.8468163049522524,low,low
linear_regression,test,0.7333333333333333,0.0190041945143235,low,low
linear_regression,test,0.7333333333333333,-0.812957163010438,low,low
linear_regression,test,1.1333333333333333,-0.6573782619122932,low,low
linear_regression,test,1.5333333333333334,-0.0186595414698249,low,low
linear_regression,test,0.6,-0.1685356773421702,low,low
linear_regression,test,1.0666666666666669,-0.7299252199193402,low,low
linear_regression,test,1.0666666666666669,-1.0232064463754167,low,low
linear_regression,test,0.8,-1.323238551744459,low,low
linear_regression,test,0.2,-1.2653434676594395,low,low
linear_regression,test,0.6,-1.9036037972176043,low,low
linear_regression,test,0.8,-1.8560663984310943,low,low
linear_regression,test,0.8666666666666667,-1.6922511726550082,low,low
linear_regression,test,2.1666666666666665,-1.6074970048624806,low,low
linear_regression,test,1.1333333333333333,0.8402289145416848,low,low
linear_regression,test,0.2666666666666666,0.5224484352533558,low,low
linear_regression,test,0.2666666666666666,0.6160445112968533,low,low
linear_regression,test,0.0666666666666666,0.441878754022424,low,low
linear_regression,test,0.3333333333333333,-0.4258543418134577,low,low
linear_regression,test,0.1333333333333333,-0.0897957940365135,low,low
linear_regression,test,1.3333333333333333,-0.1126597382387304,low,low
linear_regression,test,1.1333333333333333,0.5098306189626012,low,low
linear_regression,test,0.5333333333333333,0.450332791952003,low,low
linear_regression,test,0.4,0.0148612230965436,low,low
linear_regression,test,0.1333333333333333,-0.697286476497279,low,low
linear_regression,test,0.4666666666666667,-0.8007580338784601,low,low
linear_regression,test,0.2666666666666666,-0.5902664267432929,low,low
linear_regression,test,0.2666666666666666,-0.979886665042894,low,low
linear_regression,test,0.2666666666666666,-1.2000213402324942,low,low
linear_regression,test,0.2,-1.5020656985196936,low,low
linear_regression,test,0.2666666666666666,-1.4903290635187876,low,low
linear_regression,test,0.2,-1.6381489047660711,low,low
linear_regression,test,0.3333333333333333,-1.8842273245611525,low,low
linear_regression,test,0.0,-1.9216245160949912,low,low
linear_regression,test,0.2666666666666666,-2.2327954518039874,low,low
linear_regression,test,0.2,-2.1622697387033902,low,low
linear_regression,test,0.6,-2.445093416740564,low,low
linear_regression,test,2.466666666666667,1.1282859275723736,moderate,low
linear_regression,test,1.2,1.389977238781297,low,low
linear_regression,test,1.2,1.852472191528712,low,low
linear_regression,test,0.3333333333333333,1.437604849759433,low,low
linear_regression,test,1.0,-0.3808436048706314,low,low
linear_regression,test,0.8666666666666667,0.6014184716733109,low,low
linear_regression,test,0.4666666666666667,0.5332028736617715,low,low
linear_regression,test,1.1333333333333333,0.0971042441686815,low,low
linear_regression,test,0.9333333333333332,0.0758932334587978,low,low
linear_regression,test,0.8,-0.1457698752306946,low,low
linear_regression,test,1.6,-0.0627880089839578,low,low
linear_regression,test,0.2,0.0228232454360117,low,low
linear_regression,test,0.9333333333333332,-0.6555277838428326,low,low
linear_regression,test,1.1333333333333333,-0.2699073841367623,low,low
linear_regression,test,0.5333333333333333,-0.9443812338871708,low,low
linear_regression,test,0.7333333333333333,-0.859227679173955,low,low
linear_regression,test,0.2666666666666666,-1.2578002976229925,low,low
linear_regression,test,0.6666666666666666,-1.7266683834362695,low,low
linear_regression,test,0.8,-1.4726844212295245,low,low
linear_regression,test,0.9333333333333332,-1.5803698210022734,low,low
linear_regression,test,0.4666666666666667,-1.3972474425298955,low,low
linear_regression,test,1.1333333333333333,-1.822779737656816,low,low
linear_regression,test,0.75,-1.807214003406428,low,low
linear_regression,test,11.066666666666666,6.91432728061355,high,high
linear_regression,test,8.866666666666667,7.93462160471775,high,high
linear_regression,test,9.533333333333331,7.133765622351318,high,high
linear_regression,test,9.133333333333333,7.93542251106057,high,high
linear_regression,test,7.333333333333333,6.791705370728367,high,high
linear_regression,test,8.933333333333334,6.908412630085005,high,high
linear_regression,test,9.533333333333331,6.7172996284154,high,high
linear_regression,test,8.266666666666667,6.497142847139471,high,high
linear_regression,test,10.6,6.518744652330558,high,high
linear_regression,test,8.4,7.3987347683597156,high,high
linear_regression,test,7.533333333333333,6.108133009530726,high,high
linear_regression,test,8.133333333333333,6.227720494827512,high,high
linear_regression,test,6.8,4.508383307504423,high,high
linear_regression,test,8.333333333333334,4.248138179408984,high,high
linear_regression,test,9.533333333333331,5.571342122758823,high,high
linear_regression,test,7.466666666666667,5.319617035392171,high,high
linear_regression,test,6.8,5.211044170739139,high,high
linear_regression,test,6.333333333333333,3.815006493367668,high,high
linear_regression,test,7.733333333333333,2.801998900190287,high,moderate
linear_regression,test,8.4,4.020260109941481,high,high
linear_regression,test,8.4,4.852247366456195,high,high
linear_regression,test,7.230769230769231,5.0990282689922655,high,high
linear_regression,test,7.6,6.126783589565679,high,high
linear_regression,test,6.8,6.457106383792143,high,high
linear_regression,test,6.333333333333333,5.576704084497617,high,high
linear_regression,test,8.2,4.810106673522471,high,high
linear_regression,test,9.266666666666667,5.466716188831609,high,high
linear_regression,test,9.733333333333333,6.769725253969634,high,high
linear_regression,test,8.733333333333333,8.557615599767953,high,high
linear_regression,test,8.8,6.909065202866344,high,high
linear_regression,test,10.2,5.580074091163164,high,high
linear_regression,test,9.933333333333334,6.727830763257031,high,high
linear_regression,test,9.2,6.866097590362352,high,high
linear_regression,test,9.866666666666667,6.845813633442073,high,high
linear_regression,test,8.666666666666666,6.215173258300151,high,high
linear_regression,test,9.666666666666666,5.749759863791078,high,high
linear_regression,test,8.533333333333333,6.196832454276707,high,high
linear_regression,test,8.666666666666666,5.250072273836549,high,high
linear_regression,test,11.6,5.841597795324635,high,high
linear_regression,test,11.333333333333334,7.079163770110658,high,high
linear_regression,test,12.0,7.93933826421721,high,high
linear_regression,test,11.4,9.048992116274407,high,high
linear_regression,test,4.0,3.163321320121766,high,moderate
linear_regression,test,5.533333333333333,3.255050793921168,high,high
linear_regression,test,3.6666666666666665,4.569306572978338,high,high
linear_regression,test,4.333333333333333,3.9167633331031135,high,high
linear_regression,test,3.2,3.0536221861946102,moderate,moderate
linear_regression,test,5.466666666666667,1.821003830761133,high,low
linear_regression,test,5.466666666666667,3.3290966808768263,high,high
linear_regression,test,4.066666666666666,2.994932807459789,high,moderate
linear_regression,test,5.333333333333333,3.529764784672559,high,high
linear_regression,test,6.2,3.181210815393433,high,moderate
linear_regression,test,5.4,3.4317335389283903,high,high
linear_regression,test,5.0,4.161051542715489,high,high
linear_regression,test,3.533333333333333,3.2933809409110943,high,high
linear_regression,test,5.0,1.4836988466194607,high,low
linear_regression,test,4.066666666666666,2.320682672898044,high,low
linear_regression,test,5.066666666666666,2.285744004440364,high,low
linear_regression,test,5.8,2.7371602918413727,high,moderate
linear_regression,test,5.866666666666666,2.4434482835899347,high,moderate
linear_regression,test,6.066666666666666,3.3976626750765124,high,high
linear_regression,test,7.5,3.487694214222883,high,high
linear_regression,test,4.933333333333334,3.843885845550422,high,high
linear_regression,test,5.2,4.64521058938834,high,high
linear_regression,test,4.4,4.172226848942211,high,high
linear_regression,test,4.666666666666667,3.594810822602449,high,high
linear_regression,test,6.266666666666667,3.736880866445635,high,high
linear_regression,test,6.466666666666667,4.491898956660558,high,high
linear_regression,test,4.933333333333334,5.304361109506224,high,high
linear_regression,test,4.333333333333333,4.420154842480189,high,high
linear_regression,test,5.866666666666666,2.491341016511792,high,moderate
linear_regression,test,6.333333333333333,3.505540183538147,high,high
linear_regression,test,6.466666666666667,4.709077724962911,high,high
linear_regression,test,6.4,5.061400478084483,high,high
linear_regression,test,5.333333333333333,4.530824273343832,high,high
linear_regression,test,7.733333333333333,3.273986471841198,high,high
linear_regression,test,4.133333333333334,4.70751098553289,high,high
linear_regression,test,5.4,2.508502190486582,high,moderate
linear_regression,test,5.533333333333333,4.361698060442853,high,high
linear_regression,test,4.4,2.339093235970402,high,low
linear_regression,test,9.666666666666666,8.427830056806403,high,high
linear_regression,test,9.4,7.449192817661575,high,high
linear_regression,test,10.933333333333334,7.05998407391397,high,high
linear_regression,test,13.066666666666666,8.067873433613498,high,high
linear_regression,test,14.2,10.13793626140492,high,high
linear_regression,test,13.866666666666667,12.39717320323008,high,high
linear_regression,test,11.133333333333333,12.006206224818396,high,high
linear_regression,test,12.066666666666666,9.296451230966833,high,high
linear_regression,test,11.2,9.70568070707498,high,high
linear_regression,test,10.4,8.330348378962409,high,high
linear_regression,test,9.533333333333331,8.791127753440044,high,high
linear_regression,test,12.466666666666669,7.328650816152449,high,high
linear_regression,test,9.666666666666666,8.1658081134599,high,high
linear_regression,test,11.666666666666666,7.2898005367416605,high,high
linear_regression,test,11.066666666666666,9.058070557848952,high,high
linear_regression,test,9.666666666666666,7.391136983028614,high,high
linear_regression,test,10.909090909090908,8.190621832444053,high,high
linear_regression,test,5.2,6.436408629798651,high,high
linear_regression,test,7.2,4.095945260620795,high,high
linear_regression,test,5.6,4.898105100867429,high,high
linear_regression,test,5.333333333333333,4.7252249754688656,high,high
linear_regression,test,4.666666666666667,4.777217801853121,high,high
linear_regression,test,3.466666666666667,2.9825867492221594,high,moderate
linear_regression,test,5.933333333333334,2.759378776184633,high,moderate
linear_regression,test,7.133333333333334,4.570679008202127,high,high
linear_regression,test,7.6,5.320251542031196,high,high
linear_regression,test,4.533333333333333,7.280709976300878,high,high
linear_regression,test,6.6,4.706524109444254,high,high
linear_regression,test,5.933333333333334,4.6418127164030665,high,high
linear_regression,test,6.466666666666667,3.678595568360788,high,high
linear_regression,test,6.266666666666667,4.483465202044725,high,high
linear_regression,test,5.466666666666667,3.1289082849897323,high,moderate
linear_regression,test,4.4,3.505470428445716,high,high
linear_regression,test,4.769230769230769,2.7281772497447827,high,moderate
linear_regression,test,1.4,2.3028023551959693,low,low
linear_regression,test,1.6,1.2990126641659483,low,low
linear_regression,test,2.333333333333333,1.083887027490392,low,low
linear_regression,test,2.6,1.563540590962858,moderate,low
linear_regression,test,1.4,2.1840291062409056,low,low
linear_regression,test,2.2666666666666666,1.5557938821260686,low,low
linear_regression,test,1.3333333333333333,1.3579614071333117,low,low
linear_regression,test,2.0,0.5982239078278271,low,low
linear_regression,test,2.466666666666667,1.1272544922897811,moderate,low
linear_regression,test,1.6,1.099055904550327,low,low
linear_regression,test,2.1333333333333333,1.0490320714445112,low,low
linear_regression,test,2.0,1.1174828512480923,low,low
linear_regression,test,1.4,0.6116109619538932,low,low
linear_regression,test,2.333333333333333,0.7143237346503399,low,low
linear_regression,test,2.2666666666666666,0.7687713769371269,low,low
linear_regression,test,1.6,0.5954408994542808,low,low
linear_regression,test,1.7333333333333334,0.6753208577331256,low,low
linear_regression,test,0.3333333333333333,0.1581996660213791,low,low
linear_regression,test,6.133333333333334,4.749177606256024,high,high
linear_regression,test,5.266666666666667,3.5711156600429588,high,high
linear_regression,test,6.466666666666667,4.235098214355202,high,high
linear_regression,test,6.466666666666667,5.464076409926141,high,high
linear_regression,test,5.6,4.723527860052775,high,high
linear_regression,test,6.466666666666667,4.5337559265165055,high,high
linear_regression,test,7.533333333333333,4.640856046284098,high,high
linear_regression,test,7.066666666666666,5.175030968910017,high,high
linear_regression,test,7.733333333333333,5.924283366329917,high,high
linear_regression,test,9.866666666666667,6.047673098656514,high,high
linear_regression,test,9.066666666666666,7.042802193328659,high,high
linear_regression,test,7.733333333333333,7.46583767478764,high,high
linear_regression,test,9.133333333333333,5.973764342391534,high,high
linear_regression,test,9.466666666666669,5.018814635785205,high,high
linear_regression,test,9.6,5.9766090761001776,high,high
linear_regression,test,8.266666666666667,7.184169198269825,high,high
linear_regression,test,9.142857142857142,6.179394901660908,high,high
lstm,test,4.866666666666666,4.777522406313154,high,high
lstm,test,4.8,5.232067409571674,high,high
lstm,test,5.733333333333333,5.019173150344027,high,high
lstm,test,4.733333333333333,5.028080530961354,high,high
lstm,test,6.4,5.0932128985308935,high,high
lstm,test,6.4,5.539317495955362,high,high
lstm,test,5.4,5.254374137189653,high,high
lstm,test,4.866666666666666,4.742608014742534,high,high
lstm,test,6.8,4.089374158117507,high,high
lstm,test,5.133333333333334,4.475096922450596,high,high
lstm,test,5.133333333333334,5.129384791851044,high,high
lstm,test,6.466666666666667,5.492416631513172,high,high
lstm,test,5.466666666666667,5.295532499419319,high,high
lstm,test,3.8,5.485684927635724,high,high
lstm,test,4.533333333333333,5.174246698286798,high,high
lstm,test,5.866666666666666,5.635362243652344,high,high
lstm,test,5.2,6.921560748418172,high,high
lstm,test,3.333333333333333,6.819893193244933,high,high
lstm,test,3.333333333333333,5.560010242462158,high,high
lstm,test,4.466666666666667,5.282557842466567,high,high
lstm,test,5.8,6.173387569851345,high,high
lstm,test,5.666666666666667,6.744611056645711,high,high
lstm,test,3.533333333333333,3.293668450249566,high,high
lstm,test,0.6666666666666666,3.380744250946575,low,high
lstm,test,0.8,2.2580109026696946,low,low
lstm,test,0.6666666666666666,1.3352160255114234,low,low
lstm,test,0.5333333333333333,0.9989308542675442,low,low
lstm,test,1.7333333333333334,1.242293039957682,low,low
lstm,test,0.9333333333333332,1.1800252930985555,low,low
lstm,test,0.6,1.144772921005885,low,low
lstm,test,1.8,1.2174803369575076,low,low
lstm,test,2.066666666666667,1.2270772225326962,low,low
lstm,test,0.2,1.8336066299014624,low,low
lstm,test,0.8,2.1221464488241413,low,low
lstm,test,1.2666666666666666,1.6962221874131098,low,low
lstm,test,2.466666666666667,1.6542661044332716,moderate,low
lstm,test,2.7333333333333334,3.0444264120525784,moderate,moderate
lstm,test,3.1333333333333333,4.633236953947279,moderate,high
lstm,test,2.2,5.737676488028633,low,high
lstm,test,4.133333333333334,5.167479138904147,high,high
lstm,test,4.266666666666667,4.545205542776321,high,high
lstm,test,4.133333333333334,4.591413887341817,high,high
lstm,test,4.0,5.582857261763679,high,high
lstm,test,1.5333333333333334,2.9566698463012773,low,moderate
lstm,test,3.2,2.006323868367407,moderate,low
lstm,test,2.933333333333333,2.00766496145063,moderate,low
lstm,test,2.466666666666667,2.734572905633185,moderate,moderate
lstm,test,1.933333333333333,3.049999303619067,low,moderate
lstm,test,2.2,2.4671976533201008,low,moderate
lstm,test,2.4,2.135310415923596,low,low
lstm,test,1.0666666666666669,2.219169843362437,low,low
lstm,test,1.0,1.9305887491338785,low,low
lstm,test,3.533333333333333,1.6457744383149675,high,low
lstm,test,3.6,2.327673427263896,high,low
lstm,test,2.7333333333333334,3.851149243778652,moderate,high
lstm,test,2.333333333333333,5.463998275332981,low,high
lstm,test,3.6,4.265407376819187,high,high
lstm,test,3.733333333333333,3.058111973934704,high,moderate
lstm,test,2.2,3.3895390315188307,low,high
lstm,test,2.8,3.3325785504447096,moderate,high
lstm,test,3.066666666666667,3.118085155553288,moderate,moderate
lstm,test,4.6,3.1193998270564607,high,moderate
lstm,test,2.6153846153846154,4.555080204539829,moderate,high
lstm,test,0.0,0.4816447130507894,low,low
lstm,test,0.6666666666666666,0.2220314615302616,low,low
lstm,test,1.0,0.1867231898837618,low,low
lstm,test,0.5333333333333333,0.4658532250258657,low,low
lstm,test,0.2,0.6934414943059285,low,low
lstm,test,0.2,0.5546180354224312,low,low
lstm,test,0.3333333333333333,0.2586622200078434,low,low
lstm,test,0.3333333333333333,0.2509435374703672,low,low
lstm,test,0.0,0.3016539816641145,low,low
lstm,test,0.3333333333333333,0.2155951393975151,low,low
lstm,test,1.7333333333333334,0.2892267836464776,low,low
lstm,test,1.2,1.1500724964671667,low,low
lstm,test,0.0666666666666666,2.572111254268222,low,moderate
lstm,test,0.8,2.7604821920394897,low,moderate
lstm,test,1.3333333333333333,1.9575455003314544,low,low
lstm,test,0.2,2.096527679761251,low,low
lstm,test,0.1333333333333333,2.2674015627966986,low,low
lstm,test,1.2,1.9935127231809824,low,low
lstm,test,0.4666666666666667,2.2340025610393948,low,low
lstm,test,1.4,2.570811367034912,low,moderate
lstm,test,0.0,0.0321636042661135,low,low
lstm,test,0.0,-0.0410527547200521,low,low
lstm,test,0.2,-0.1137018935547935,low,low
lstm,test,0.3333333333333333,-0.0984928717215856,low,low
lstm,test,0.0666666666666666,0.0204428093300924,low,low
lstm,test,0.0,0.0715295344591139,low,low
lstm,test,0.2,0.0117641915877658,low,low
lstm,test,0.0666666666666666,-0.0189493543571896,low,low
lstm,test,0.0,0.0231416427426867,low,low
lstm,test,0.1333333333333333,0.0576840841107897,low,low
lstm,test,0.4,0.095023542890946,low,low
lstm,test,0.2666666666666666,0.3584607200490103,low,low
lstm,test,0.2666666666666666,0.7450779239336649,low,low
lstm,test,0.3333333333333333,1.0396451539463465,low,low
lstm,test,0.6666666666666666,1.1303146057658724,low,low
lstm,test,0.3333333333333333,1.4660346163643732,low,low
lstm,test,0.0,1.876251366403368,low,low
lstm,test,0.5333333333333333,1.8925110896428423,low,low
lstm,test,0.1333333333333333,1.9579115682178072,low,low
lstm,test,0.2666666666666666,2.101918829811944,low,low
lstm,test,3.866666666666666,3.706314568387137,high,high
lstm,test,3.466666666666667,3.624127406213019,high,high
lstm,test,4.0,3.695872408317195,high,high
lstm,test,3.933333333333333,3.866725938187704,high,high
lstm,test,3.6,3.737175825238228,high,high
lstm,test,2.6666666666666665,3.654280757572917,moderate,high
lstm,test,3.533333333333333,3.1086368799209594,high,moderate
lstm,test,3.2666666666666666,3.04261338810126,high,moderate
lstm,test,3.733333333333333,2.9961329642269345,high,moderate
lstm,test,4.0,3.3407313532299465,high,high
lstm,test,4.333333333333333,3.357551078001658,high,high
lstm,test,4.466666666666667,3.61109388007058,high,high
lstm,test,4.466666666666667,3.671337203184764,high,high
lstm,test,4.533333333333333,3.750298048390282,high,high
lstm,test,3.866666666666666,3.788137286239201,high,high
lstm,test,3.733333333333333,3.693209665351444,high,high
lstm,test,3.733333333333333,3.9752083745267655,high,high
lstm,test,4.4,4.337385939227211,high,high
lstm,test,4.2,4.702537593576643,high,high
lstm,test,4.6,4.468379980987973,high,high
lstm,test,4.875,4.839231276512146,high,high
lstm,test,7.133333333333334,5.709219974941678,high,high
lstm,test,7.533333333333333,4.956784518559775,high,high
lstm,test,8.666666666666666,5.443864189253913,high,high
