model_name,epoch,train_loss,val_loss
lstm,51,0.6091015571639651,3.1094677448272705
lstm,52,0.6102389346985589,3.092226982116699
lstm,53,0.628540058930715,2.9759230613708496
lstm,54,0.6503695170084636,3.0368244647979736
lstm,55,0.6137061486641566,2.942421197891236
lstm,56,0.6249315239134289,2.9692423343658447
lstm,57,0.5937653308822995,2.9557902812957764
lstm,58,0.6011378577777318,2.9007503986358643
lstm,59,0.6134906757445563,3.126131534576416
lstm,60,0.571486957300277,3.24192762374878
lstm,61,0.607541164897737,3.1833512783050537
lstm,62,0.60402968951634,2.9663643836975098
lstm,63,0.5897471098672776,2.839968681335449
lstm,64,0.5834952059246244,2.9410314559936523
lstm,65,0.5933877468109131,2.976008653640747
lstm,66,0.5727431995528085,3.215423107147217
lstm,67,0.5829042729877291,3.1530449390411377
lstm,68,0.5868398246311006,3.006560802459717
lstm,69,0.575977677390689,2.9434709548950195
lstm,70,0.5699106857890175,3.008843183517456
lstm,71,0.560166597366333,2.953375816345215
lstm,72,0.596330695209049,2.9411661624908447
lstm,73,0.5778930908157712,3.0978446006774902
lstm,74,0.5684391473020826,3.179850816726685
lstm,75,0.5678327265239898,3.148550510406494
lstm,76,0.5997157545316787,3.1726837158203125
lstm,77,0.5798232294264294,3.037783622741699
lstm,78,0.5688276614461626,3.04195499420166
lstm,79,0.5658330659071604,3.083841562271118
lstm,80,0.5630307992299398,3.1500606536865234
lstm,81,0.545694804475421,3.2160112857818604
lstm,82,0.5463044370923723,3.013816595077514
lstm,83,0.5547266284624736,2.8592848777771
lstm,84,0.5191510620571318,3.078042507171631
lstm,85,0.5172700070199512,3.288158178329468
lstm,86,0.5626627050694966,3.2706923484802246
lstm,87,0.5340568139439538,3.06937837600708
lstm,88,0.5346889808064416,2.9765639305114746
lstm,89,0.5043156243505932,3.149637222290039
lstm,90,0.5409110653968084,3.068939447402954
lstm,91,0.5002494074049451,3.09087347984314
lstm,92,0.5246509779067267,3.0307517051696777
lstm,93,0.5191015561421712,3.138070106506348
lstm,94,0.505002126239595,3.181770086288452
lstm,95,0.5249445392971948,3.07348370552063
lstm,96,0.5112895869073414,3.2819619178771973
lstm,97,0.5106089387621199,3.2747302055358887
lstm,98,0.4940120685668219,3.0681803226470947
lstm,99,0.4833209091708774,3.0117945671081543
lstm,100,0.5120305839039031,2.8989295959472656
tcn,1,13.292914953685942,20.99448776245117
tcn,2,11.129590261550176,17.581266403198242
tcn,3,8.884729766845703,13.765506744384766
tcn,4,6.943949059077672,9.08831787109375
tcn,5,4.807943203335717,5.777300357818604
tcn,6,3.7637551625569663,4.373176574707031
tcn,7,3.199729049773443,4.381979942321777
tcn,8,2.7060797486986434,4.3322577476501465
tcn,9,1.9465516567230223,3.667898416519165
tcn,10,1.3337670837129865,3.25529408454895
tcn,11,1.3635202180771602,3.1546318531036377
tcn,12,1.2880908568700156,3.1913070678710938
tcn,13,1.336027291275206,3.320547580718994
tcn,14,1.197092072168986,3.201328992843628
tcn,15,1.1851529053279333,2.8912298679351807
tcn,16,0.9958551259267898,2.818190574645996
tcn,17,0.9202648003896078,2.861098289489746
tcn,18,0.9635019677025932,2.951571464538574
tcn,19,0.97859782235963,3.001533269882202
tcn,20,0.9402730726060412,3.0585172176361084
tcn,21,1.0569986349060423,3.0641896724700928
tcn,22,0.9088189783550444,2.8174967765808105
tcn,23,1.0415954805555798,2.7656116485595703
tcn,24,0.8210523838088626,3.113095760345459
tcn,25,0.8032404649825323,2.8034539222717285
tcn,26,0.863770626272474,2.912917375564575
tcn,27,0.7940726200739543,2.9843764305114746
tcn,28,0.8661965688069662,2.714518785476685
tcn,29,0.9047344355356126,2.7378499507904053
tcn,30,0.8054001212120057,2.963459014892578
tcn,31,0.7224807239714123,2.875157833099365
tcn,32,0.7442016357467288,2.6400790214538574
tcn,33,0.7445406422728584,2.816145420074463
tcn,34,0.6645616389456249,3.0221352577209477
tcn,35,0.7551606025014604,2.979208707809448
tcn,36,0.6984501464026315,2.811012983322144
tcn,37,0.707290290083204,3.00288200378418
tcn,38,0.6622848513580504,2.7101821899414062
tcn,39,0.7038235738163903,2.7929649353027344
tcn,40,0.7617869331723168,2.806208848953247
tcn,41,0.6593537580399286,2.720364570617676
tcn,42,0.728154442423866,2.593749046325684
tcn,43,0.706785325776963,2.754867553710937
tcn,44,0.6531659898303804,2.7645857334136963
tcn,45,0.6881392200787863,2.6651504039764404
tcn,46,0.6474105261621022,2.718358039855957
tcn,47,0.8150107792445591,2.8878045082092285
tcn,48,0.6504345808710371,2.562436103820801
tcn,49,0.5888656724066962,2.6985106468200684
tcn,50,0.5158427124931699,2.7285962104797363
tcn,51,0.6845782552446638,2.4463706016540527
tcn,52,0.6410507173765273,2.584157705307007
tcn,53,0.5479631131603604,2.837047815322876
tcn,54,0.4547470867633819,2.709169864654541
tcn,55,0.6088064346994673,2.726219892501831
tcn,56,0.5257444290887742,2.530083179473877
tcn,57,0.5243436909857251,2.633642673492432
tcn,58,0.5354394679977781,2.7372870445251465
tcn,59,0.5116016660417829,2.542532205581665
tcn,60,0.5049530296098619,2.4852328300476074
tcn,61,0.5831628081344423,2.5357322692871094
tcn,62,0.6690571171896799,2.8650331497192383
tcn,63,0.5753891269365946,2.4881584644317627
tcn,64,0.5098685542742412,2.5648913383483887
tcn,65,0.5426090092886062,2.7559025287628174
tcn,66,0.4707321544488271,2.606104612350464
tcn,67,0.5844783431007748,2.5678982734680176
tcn,68,0.5443430991399856,2.931295394897461
tcn,69,0.535695047037942,2.546682119369507
tcn,70,0.43113977540107,2.621971845626831
tcn,71,0.5445398444221133,3.17740249633789
tcn,72,0.4888341472262428,2.92801570892334
tcn,73,0.5501546626999265,2.709388017654419
tcn,74,0.4077998606931595,2.742452621459961
tcn,75,0.5222138634749821,2.958193302154541
tcn,76,0.4799262009915851,2.9881203174591064
tcn,77,0.4914123092378888,2.619093418121338
tcn,78,0.585878248441787,3.1776890754699707
tcn,79,0.611182853721437,2.815953731536865
tcn,80,0.4172064332734971,2.7476108074188232
tcn,81,0.4787386985052199,2.9173614978790283
tcn,82,0.4249188110941932,2.637659788131714
tcn,83,0.3774472421123868,2.8156533241271973
tcn,84,0.3949340388888404,2.755098342895508
tcn,85,0.4267492532730103,2.6099836826324463
tcn,86,0.4488253207433791,2.641380786895752
tcn,87,0.4096594140643165,2.78000807762146
tcn,88,0.3795581664357866,2.6223957538604736
tcn,89,0.4235524992148081,2.8572442531585693
tcn,90,0.4508522870994749,2.775233507156372
tcn,91,0.4718591861781619,2.998310089111328
tcn,92,0.4293597110680171,2.769929885864258
tcn,93,0.4191298723220825,2.599853515625
tcn,94,0.4158031824089232,2.7241053581237797
tcn,95,0.4022492650009337,2.962329149246216
tcn,96,0.4291452061562311,2.741518974304199
tcn,97,0.3436020076274871,2.548413038253784
tcn,98,0.3641980389753977,2.868964195251465
tcn,99,0.3565241671743847,2.8226144313812256
tcn,100,0.3183599855218615,2.9789018630981445
tcn_lstm_hybrid,1,1.7081463484537034,3.6096348762512207
tcn_lstm_hybrid,2,1.6321813515254429,3.6112656593322754
tcn_lstm_hybrid,3,1.5867593873114814,3.6192283630371094
tcn_lstm_hybrid,4,1.5134068307422457,3.625145196914673
tcn_lstm_hybrid,5,1.4603743099030995,3.634653091430664
tcn_lstm_hybrid,6,1.3831410635085333,3.6417734622955322
tcn_lstm_hybrid,7,1.3775982090405055,3.6657495498657227
tcn_lstm_hybrid,8,1.2893166666939144,3.6649961471557617
tcn_lstm_hybrid,9,1.2394174944786798,3.674468517303467
tcn_lstm_hybrid,10,1.203888920375279,3.662053108215332
tcn_lstm_hybrid,11,1.1275985013870966,3.638350248336792
tcn_lstm_hybrid,12,1.0721608650116694,3.605949640274048
tcn_lstm_hybrid,13,1.0244676294780912,3.6069729328155518
tcn_lstm_hybrid,14,0.9628461332548233,3.6409783363342285
tcn_lstm_hybrid,15,0.9262585282325745,3.595978260040283
tcn_lstm_hybrid,16,0.9463082727931794,3.578859567642212
tcn_lstm_hybrid,17,0.9158098623866127,3.5172345638275146
tcn_lstm_hybrid,18,0.9013544252940586,3.4572665691375732
tcn_lstm_hybrid,19,0.8699124642780849,3.561662197113037
tcn_lstm_hybrid,20,0.8857980637323288,3.5974526405334473
tcn_lstm_hybrid,21,0.8837847193082173,3.4821600914001465
tcn_lstm_hybrid,22,0.8253661433855692,3.475036382675171
tcn_lstm_hybrid,23,0.8588347775595528,3.501119613647461
tcn_lstm_hybrid,24,0.7932486988249279,3.5866541862487793
tcn_lstm_hybrid,25,0.8112703925087339,3.619636058807373
tcn_lstm_hybrid,26,0.7470678511120025,3.5253257751464844
tcn_lstm_hybrid,27,0.757693703685488,3.470743417739868
tcn_lstm_hybrid,28,0.783176520892552,3.4747540950775146
tcn_lstm_hybrid,29,0.7208812838508969,3.4434218406677246
tcn_lstm_hybrid,30,0.7740272215434483,3.502615213394165
tcn_lstm_hybrid,31,0.7249409732364472,3.423691749572754
tcn_lstm_hybrid,32,0.7623394364402407,3.472905397415161
tcn_lstm_hybrid,33,0.7080263875779651,3.3912172317504883
tcn_lstm_hybrid,34,0.6612949484870547,3.4617111682891846
tcn_lstm_hybrid,35,0.6642485039574759,3.47347092628479
tcn_lstm_hybrid,36,0.6857424843878973,3.3852641582489014
tcn_lstm_hybrid,37,0.666932222814787,3.361194610595703
tcn_lstm_hybrid,38,0.6360397435369946,3.2867746353149414
tcn_lstm_hybrid,39,0.716418885617029,3.2662253379821777
tcn_lstm_hybrid,40,0.7044885885147821,3.3932762145996094
tcn_lstm_hybrid,41,0.6916322395915077,3.2414369583129883
tcn_lstm_hybrid,42,0.6926819131487891,3.161370038986206
tcn_lstm_hybrid,43,0.6712338657606216,3.3155031204223633
tcn_lstm_hybrid,44,0.6459770038014366,3.288539171218872
tcn_lstm_hybrid,45,0.6277455352601551,3.203972339630127
tcn_lstm_hybrid,46,0.6228428721427918,3.145994186401367
tcn_lstm_hybrid,47,0.6425940224102565,3.1923937797546387
tcn_lstm_hybrid,48,0.6836746096611023,3.156322479248047
tcn_lstm_hybrid,49,0.6668341747352056,3.233175754547119
tcn_lstm_hybrid,50,0.5836137748899914,3.170755386352539
tcn_lstm_hybrid,51,0.6056043772470383,3.1825709342956543
tcn_lstm_hybrid,52,0.5712870393480574,3.1438381671905518
tcn_lstm_hybrid,53,0.584910501752581,3.167388916015625
tcn_lstm_hybrid,54,0.566243448711577,3.1584718227386475
tcn_lstm_hybrid,55,0.5783380389213562,3.280150890350342
tcn_lstm_hybrid,56,0.5748851810182843,3.123605251312256
tcn_lstm_hybrid,57,0.5515145892188662,3.112543821334839
tcn_lstm_hybrid,58,0.5519884614717393,3.1322386264801025
tcn_lstm_hybrid,59,0.5791022289366949,3.158459424972534
tcn_lstm_hybrid,60,0.5831765231632051,3.1259734630584717
tcn_lstm_hybrid,61,0.5719268980480375,3.0295634269714355
tcn_lstm_hybrid,62,0.4950978846777053,3.222231388092041
tcn_lstm_hybrid,63,0.565887183376721,3.204563856124878
tcn_lstm_hybrid,64,0.5635097188608987,3.0342190265655518
tcn_lstm_hybrid,65,0.5883132003602527,3.110396385192871
tcn_lstm_hybrid,66,0.5285694985162644,3.187870740890503
tcn_lstm_hybrid,67,0.4917607954570225,3.125511646270752
tcn_lstm_hybrid,68,0.5040181795756022,3.0291848182678223
tcn_lstm_hybrid,69,0.5069257781619118,3.1171116828918457
tcn_lstm_hybrid,70,0.5561641670408703,3.3156988620758057
tcn_lstm_hybrid,71,0.4486265120052156,3.061121702194214
tcn_lstm_hybrid,72,0.5031059736297244,3.0339410305023193
tcn_lstm_hybrid,73,0.5460398296515147,3.150813341140747
tcn_lstm_hybrid,74,0.5040367035638719,3.1039681434631348
tcn_lstm_hybrid,75,0.47821248400779,3.153564929962158
tcn_lstm_hybrid,76,0.5112144373712085,3.121066093444824
tcn_lstm_hybrid,77,0.47582931405022033,3.1851701736450195
tcn_lstm_hybrid,78,0.49102727345057895,3.0760931968688965
tcn_lstm_hybrid,79,0.5344846901439485,3.0450901985168457
tcn_lstm_hybrid,80,0.4936458953789302,3.4905807971954346
tcn_lstm_hybrid,81,0.4775850630941845,3.2262213230133057
tcn_lstm_hybrid,82,0.44727686274619327,3.2245757579803467
tcn_lstm_hybrid,83,0.4304355723517282,3.300395965576172
tcn_lstm_hybrid,84,0.46526335988725936,3.090773820877075
tcn_lstm_hybrid,85,0.45671638988313223,3.241086006164551
tcn_lstm_hybrid,86,0.4339773495992025,3.250394105911255
tcn_lstm_hybrid,87,0.4375469355356126,3.1767771244049072
tcn_lstm_hybrid,88,0.4654518811475663,3.2083051204681396
tcn_lstm_hybrid,89,0.44222552322206043,3.1025047302246094
tcn_lstm_hybrid,90,0.4173464638846261,3.2273142337799072
tcn_lstm_hybrid,91,0.4447966647999627,3.2435648441314697
tcn_lstm_hybrid,92,0.4603435243879046,3.1573448181152344
tcn_lstm_hybrid,93,0.4403038984253293,3.3159115314483643
tcn_lstm_hybrid,94,0.42341925359907606,3.38810396194458
tcn_lstm_hybrid,95,0.43202403301284426,3.2391324043273926
tcn_lstm_hybrid,96,0.5020999982243493,3.130078077316284
tcn_lstm_hybrid,97,0.38362499894130797,3.399597644805908
tcn_lstm_hybrid,98,0.3889947996253059,3.309999942779541
tcn_lstm_hybrid,99,0.3981504553840274,3.2745206356048584
tcn_lstm_hybrid,100,0.424819476831527,3.239368438720703
