scene_id,camera_id,split,interval_id,vehicle_count,n_frames,interval_start_sec,elapsed_time_sec,relative_position,vehicle_count_smoothed,lag_1,lag_2,lag_3,lag_4,rate_of_change,peak_density,rolling_mean,rolling_std,density_category
S01,c002,train,4,2.6666666666666665,15,60,60,0.2857142857142857,2.0444444444444443,1.777777777777778,2.9333333333333336,3.5999999999999996,5.333333333333333,0.2666666666666664,2.9333333333333336,2.251851851851852,0.605054158715917,low
S01,c002,train,5,2.066666666666667,15,75,75,0.35714285714285715,2.2,2.0444444444444443,1.777777777777778,2.9333333333333336,3.5999999999999996,0.1555555555555559,2.2,2.0074074074074075,0.21353385637629485,low
S01,c002,train,6,2.3333333333333335,15,90,90,0.42857142857142855,2.3555555555555556,2.2,2.0444444444444443,1.777777777777778,2.9333333333333336,0.15555555555555545,2.3555555555555556,2.1999999999999997,0.15555555555556225,low
S01,c002,train,7,2.3333333333333335,15,105,105,0.5,2.244444444444445,2.3555555555555556,2.2,2.0444444444444443,1.777777777777778,-0.11111111111111072,2.3555555555555556,2.266666666666667,0.08012336167699004,low
S01,c002,train,8,1.2,15,120,120,0.5714285714285714,1.9555555555555557,2.244444444444445,2.3555555555555556,2.2,2.0444444444444443,-0.2888888888888892,2.3555555555555556,2.1851851851851856,0.20647940540395102,low
S01,c002,train,9,1.6,15,135,135,0.6428571428571429,1.7111111111111112,1.9555555555555557,2.244444444444445,2.3555555555555556,2.2,-0.24444444444444446,2.244444444444445,1.9703703703703708,0.2669751302361539,low
S01,c002,train,10,2.533333333333333,15,150,150,0.7142857142857143,1.777777777777778,1.7111111111111112,1.9555555555555557,2.244444444444445,2.3555555555555556,0.06666666666666665,1.9555555555555557,1.8148148148148149,0.12636090451283835,low
S01,c002,train,11,4.0,15,165,165,0.7857142857142857,2.711111111111111,1.777777777777778,1.7111111111111112,1.9555555555555557,2.244444444444445,0.9333333333333329,2.711111111111111,2.066666666666667,0.5590998055737404,moderate
S01,c002,train,12,2.2666666666666666,15,180,180,0.8571428571428571,2.9333333333333336,2.711111111111111,1.777777777777778,1.7111111111111112,1.9555555555555557,0.22222222222222276,2.9333333333333336,2.4740740740740743,0.6131615433059238,moderate
S01,c002,train,13,5.0,15,195,195,0.9285714285714286,3.755555555555556,2.9333333333333336,2.711111111111111,1.777777777777778,1.7111111111111112,0.8222222222222224,3.755555555555556,3.1333333333333333,0.5501963734728882,high
S01,c002,train,14,6.0,1,210,210,1.0,4.4222222222222225,3.755555555555556,2.9333333333333336,2.711111111111111,1.777777777777778,0.6666666666666665,4.4222222222222225,3.7037037037037037,0.7457975541455929,high
S01,c003,train,0,5.333333333333333,15,0,0,0.0,5.333333333333333,,,,,,5.333333333333333,5.333333333333333,0.0,high
S01,c003,train,1,3.2666666666666666,15,15,15,0.07692307692307693,4.3,5.333333333333333,,,,-1.0333333333333332,5.333333333333333,4.816666666666666,0.730677007226099,high
S01,c003,train,2,4.4,15,30,30,0.15384615384615385,4.333333333333333,4.3,5.333333333333333,,,0.033333333333333215,5.333333333333333,4.655555555555555,0.5872093449655026,high
S01,c003,train,3,4.133333333333334,15,45,45,0.23076923076923078,3.9333333333333336,4.333333333333333,4.3,5.333333333333333,,-0.39999999999999947,4.333333333333333,4.188888888888889,0.2219442706159791,high
S01,c003,train,4,6.2,15,60,60,0.3076923076923077,4.911111111111111,3.9333333333333336,4.333333333333333,4.3,5.333333333333333,0.9777777777777779,4.911111111111111,4.392592592592592,0.49157511179369023,high
S01,c003,train,5,3.6666666666666665,15,75,75,0.38461538461538464,4.666666666666667,4.911111111111111,3.9333333333333336,4.333333333333333,4.3,-0.24444444444444446,4.911111111111111,4.503703703703704,0.5088516887583874,high
S01,c003,train,6,3.8666666666666667,15,90,90,0.46153846153846156,4.577777777777778,4.666666666666667,4.911111111111111,3.9333333333333336,4.333333333333333,-0.08888888888888857,4.911111111111111,4.718518518518519,0.17261007700341927,high
S01,c003,train,7,2.466666666666667,15,105,105,0.5384615384615384,3.3333333333333335,4.577777777777778,4.666666666666667,4.911111111111111,3.9333333333333336,-1.244444444444445,4.666666666666667,4.192592592592593,0.7454664074316524,moderate
S01,c003,train,8,2.6,15,120,120,0.6153846153846154,2.977777777777778,3.3333333333333335,4.577777777777778,4.666666666666667,4.911111111111111,-0.3555555555555556,4.577777777777778,3.6296296296296298,0.8401450002226877,moderate
S01,c003,train,9,3.066666666666667,15,135,135,0.6923076923076923,2.711111111111111,2.977777777777778,3.3333333333333335,4.577777777777778,4.666666666666667,-0.26666666666666705,3.3333333333333335,3.0074074074074075,0.3121675186030521,moderate
S01,c003,train,10,2.8,15,150,150,0.7692307692307693,2.8222222222222224,2.711111111111111,2.977777777777778,3.3333333333333335,4.577777777777778,0.1111111111111116,2.977777777777778,2.837037037037037,0.13394919496317023,moderate
S01,c003,train,11,4.066666666666666,15,165,165,0.8461538461538461,3.3111111111111113,2.8222222222222224,2.711111111111111,2.977777777777778,3.3333333333333335,0.48888888888888893,3.3111111111111113,2.948148148148148,0.3192068359469006,moderate
S01,c003,train,12,3.8666666666666667,15,180,180,0.9230769230769231,3.5777777777777775,3.3111111111111113,2.8222222222222224,2.711111111111111,2.977777777777778,0.26666666666666616,3.5777777777777775,3.2370370370370374,0.3831856935223026,high
S01,c003,train,13,2.2,5,195,195,1.0,3.3777777777777778,3.5777777777777775,3.3111111111111113,2.8222222222222224,2.711111111111111,-0.19999999999999973,3.5777777777777775,3.422222222222222,0.1387777332977514,moderate
S01,c004,train,0,4.466666666666667,15,0,0,0.0,4.466666666666667,,,,,,4.466666666666667,4.466666666666667,0.0,high
S01,c004,train,1,3.8666666666666667,15,15,15,0.07142857142857142,4.166666666666667,4.466666666666667,,,,-0.2999999999999998,4.466666666666667,4.316666666666666,0.2121320343559638,high
S01,c004,train,2,4.4,15,30,30,0.14285714285714285,4.2444444444444445,4.166666666666667,4.466666666666667,,,0.0777777777777775,4.466666666666667,4.292592592592593,0.15568777449617527,high
S01,c004,train,3,1.9333333333333333,15,45,45,0.21428571428571427,3.4000000000000004,4.2444444444444445,4.166666666666667,4.466666666666667,,-0.8444444444444441,4.2444444444444445,3.937037037037037,0.46671075629467984,moderate
S01,c004,train,4,3.533333333333333,15,60,60,0.2857142857142857,3.288888888888889,3.4000000000000004,4.2444444444444445,4.166666666666667,4.466666666666667,-0.11111111111111116,4.2444444444444445,3.6444444444444444,0.5225767118357705,moderate
S01,c004,train,5,1.6,15,75,75,0.35714285714285715,2.3555555555555556,3.288888888888889,3.4000000000000004,4.2444444444444445,4.166666666666667,-0.9333333333333336,3.4000000000000004,3.0148148148148146,0.5736318487866464,low
S01,c004,train,6,2.3333333333333335,15,90,90,0.42857142857142855,2.488888888888889,2.3555555555555556,3.288888888888889,3.4000000000000004,4.2444444444444445,0.1333333333333333,3.288888888888889,2.711111111111111,0.504791852960023,moderate
S01,c004,train,7,2.7333333333333334,15,105,105,0.5,2.2222222222222223,2.488888888888889,2.3555555555555556,3.288888888888889,3.4000000000000004,-0.2666666666666666,2.488888888888889,2.3555555555555556,0.133333333333326,low
S01,c004,train,8,2.2,15,120,120,0.5714285714285714,2.422222222222222,2.2222222222222223,2.488888888888889,2.3555555555555556,3.288888888888889,0.19999999999999973,2.488888888888889,2.3777777777777778,0.1387777332977352,low
S01,c004,train,9,1.6666666666666667,15,135,135,0.6428571428571429,2.2,2.422222222222222,2.2222222222222223,2.488888888888889,2.3555555555555556,-0.22222222222222188,2.422222222222222,2.2814814814814817,0.12239045660634931,low
S01,c004,train,10,2.7333333333333334,15,150,150,0.7142857142857143,2.2,2.2,2.422222222222222,2.2222222222222223,2.488888888888889,0.0,2.422222222222222,2.274074074074074,0.12830005981990872,low
S01,c004,train,11,3.533333333333333,15,165,165,0.7857142857142857,2.6444444444444444,2.2,2.2,2.422222222222222,2.2222222222222223,0.4444444444444442,2.6444444444444444,2.348148148148148,0.2566001196398336,moderate
S01,c004,train,12,4.266666666666667,15,180,180,0.8571428571428571,3.511111111111111,2.6444444444444444,2.2,2.2,2.422222222222222,0.8666666666666667,3.511111111111111,2.785185185185185,0.6667901120277222,high
S01,c004,train,13,5.866666666666666,15,195,195,0.9285714285714286,4.555555555555555,3.511111111111111,2.6444444444444444,2.2,2.2,1.0444444444444443,4.555555555555555,3.57037037037037,0.9569326855160993,high
S01,c004,train,14,6.0,1,210,210,1.0,5.377777777777777,4.555555555555555,3.511111111111111,2.6444444444444444,2.2,0.822222222222222,5.377777777777777,4.481481481481481,0.9355353213260097,high
S01,c005,train,0,6.666666666666667,15,0,0,0.0,6.666666666666667,,,,,,6.666666666666667,6.666666666666667,0.0,high
S01,c005,train,1,4.533333333333333,15,15,15,0.07142857142857142,5.6,6.666666666666667,,,,-1.0666666666666673,6.666666666666667,6.133333333333333,0.7542472332656508,high
S01,c005,train,2,6.666666666666667,15,30,30,0.14285714285714285,5.955555555555556,5.6,6.666666666666667,,,0.35555555555555607,6.666666666666667,6.0740740740740735,0.5431200823651366,high
S01,c005,train,3,6.733333333333333,15,45,45,0.21428571428571427,5.977777777777778,5.955555555555556,5.6,6.666666666666667,,0.022222222222222143,5.977777777777778,5.844444444444444,0.21198648920376426,high
S01,c005,train,4,8.6,15,60,60,0.2857142857142857,7.333333333333333,5.977777777777778,5.955555555555556,5.6,6.666666666666667,1.3555555555555552,7.333333333333333,6.422222222222222,0.7891235957584305,high
S01,c005,train,5,6.466666666666667,15,75,75,0.35714285714285715,7.266666666666666,7.333333333333333,5.977777777777778,5.955555555555556,5.6,-0.06666666666666732,7.333333333333333,6.859259259259258,0.764112761807575,high
S01,c005,train,6,4.2,15,90,90,0.42857142857142855,6.422222222222222,7.266666666666666,7.333333333333333,5.977777777777778,5.955555555555556,-0.8444444444444441,7.333333333333333,7.007407407407407,0.5078802878939823,high
S01,c005,train,7,1.4,15,105,105,0.5,4.022222222222222,6.422222222222222,7.266666666666666,7.333333333333333,5.977777777777778,-2.3999999999999995,7.266666666666666,5.903703703703703,1.6832263747953162,high
S01,c005,train,8,1.1333333333333333,15,120,120,0.5714285714285714,2.2444444444444445,4.022222222222222,6.422222222222222,7.266666666666666,7.333333333333333,-1.7777777777777777,6.422222222222222,4.229629629629629,2.096597282410013,low
S01,c005,train,9,0.8666666666666667,15,135,135,0.6428571428571429,1.1333333333333333,2.2444444444444445,4.022222222222222,6.422222222222222,7.266666666666666,-1.1111111111111112,4.022222222222222,2.466666666666667,1.4572085609560006,low
S01,c005,train,10,3.2,15,150,150,0.7142857142857143,1.7333333333333334,1.1333333333333333,2.2444444444444445,4.022222222222222,6.422222222222222,0.6000000000000001,2.2444444444444445,1.7037037037037035,0.5561478324354375,low
S01,c005,train,11,5.4,15,165,165,0.7857142857142857,3.1555555555555554,1.7333333333333334,1.1333333333333333,2.2444444444444445,4.022222222222222,1.422222222222222,3.1555555555555554,2.0074074074074075,1.038596710745811,moderate
S01,c005,train,12,4.4,15,180,180,0.8571428571428571,4.333333333333334,3.1555555555555554,1.7333333333333334,1.1333333333333333,2.2444444444444445,1.1777777777777785,4.333333333333334,3.0740740740740744,1.3019137543894044,high
S01,c005,train,13,7.533333333333333,15,195,195,0.9285714285714286,5.777777777777779,4.333333333333334,3.1555555555555554,1.7333333333333334,1.1333333333333333,1.4444444444444446,5.777777777777779,4.4222222222222225,1.3133690538477523,high
S01,c005,train,14,8.0,1,210,210,1.0,6.644444444444445,5.777777777777779,4.333333333333334,3.1555555555555554,1.7333333333333334,0.8666666666666663,6.644444444444445,5.5851851851851855,1.1675305443612436,high
S02,c006,val,0,8.133333333333333,15,0,0,0.0,8.133333333333333,,,,,,8.133333333333333,8.133333333333333,0.0,high
S02,c006,val,1,6.4,15,15,15,0.07142857142857142,7.266666666666667,8.133333333333333,,,,-0.8666666666666663,8.133333333333333,7.699999999999999,0.6128258770283406,high
S02,c006,val,2,2.6,15,30,30,0.14285714285714285,5.711111111111111,7.266666666666667,8.133333333333333,,,-1.5555555555555554,8.133333333333333,7.037037037037037,1.227329396926379,high
S02,c006,val,3,2.466666666666667,15,45,45,0.21428571428571427,3.8222222222222224,5.711111111111111,7.266666666666667,8.133333333333333,,-1.8888888888888888,7.266666666666667,5.6000000000000005,1.724908299584446,high
S02,c006,val,4,3.4,15,60,60,0.2857142857142857,2.8222222222222224,3.8222222222222224,5.711111111111111,7.266666666666667,8.133333333333333,-1.0,5.711111111111111,4.11851851851852,1.4670594311361727,moderate
S02,c006,val,5,3.1333333333333333,15,75,75,0.35714285714285715,3.0,2.8222222222222224,3.8222222222222224,5.711111111111111,7.266666666666667,0.1777777777777776,3.8222222222222224,3.2148148148148152,0.5334876320009059,moderate
S02,c006,val,6,4.733333333333333,15,90,90,0.42857142857142855,3.755555555555556,3.0,2.8222222222222224,3.8222222222222224,5.711111111111111,0.755555555555556,3.755555555555556,3.1925925925925926,0.4955771461830354,high
S02,c006,val,7,6.533333333333333,15,105,105,0.5,4.8,3.755555555555556,3.0,2.8222222222222224,3.8222222222222224,1.0444444444444438,4.8,3.8518518518518525,0.9038554820933938,high
S02,c006,val,8,7.333333333333333,15,120,120,0.5714285714285714,6.2,4.8,3.755555555555556,3.0,2.8222222222222224,1.4000000000000004,6.2,4.9185185185185185,1.2265244147254846,high
S02,c006,val,9,4.333333333333333,15,135,135,0.6428571428571429,6.066666666666666,6.2,4.8,3.755555555555556,3.0,-0.13333333333333375,6.2,5.688888888888889,0.7726817178094983,high
S02,c006,val,10,3.0,15,150,150,0.7142857142857143,4.888888888888888,6.066666666666666,6.2,4.8,3.755555555555556,-1.177777777777778,6.2,5.718518518518518,0.7215666540341177,high
S02,c006,val,11,2.3333333333333335,15,165,165,0.7857142857142857,3.222222222222222,4.888888888888888,6.066666666666666,6.2,4.8,-1.6666666666666665,6.066666666666666,4.725925925925926,1.4292073834317962,moderate
S02,c006,val,12,1.9333333333333333,15,180,180,0.8571428571428571,2.422222222222222,3.222222222222222,4.888888888888888,6.066666666666666,6.2,-0.7999999999999998,4.888888888888888,3.5111111111111106,1.2584529008682404,low
S02,c006,val,13,4.866666666666666,15,195,195,0.9285714285714286,3.0444444444444443,2.422222222222222,3.222222222222222,4.888888888888888,6.066666666666666,0.6222222222222222,3.222222222222222,2.896296296296297,0.420072500111321,moderate
S02,c006,val,14,6.0,1,210,210,1.0,4.266666666666667,3.0444444444444443,2.422222222222222,3.222222222222222,4.888888888888888,1.2222222222222223,4.266666666666667,3.244444444444445,0.9383463258096543,high
S02,c007,val,0,2.2666666666666666,15,0,0,0.0,2.2666666666666666,,,,,,2.2666666666666666,2.2666666666666666,0.0,low
S02,c007,val,1,2.466666666666667,15,15,15,0.07692307692307693,2.3666666666666667,2.2666666666666666,,,,0.10000000000000009,2.3666666666666667,2.3166666666666664,0.07071067811865497,low
S02,c007,val,2,1.4666666666666666,15,30,30,0.15384615384615385,2.066666666666667,2.3666666666666667,2.2666666666666666,,,-0.2999999999999998,2.3666666666666667,2.2333333333333334,0.15275252316519453,low
S02,c007,val,3,1.5333333333333334,15,45,45,0.23076923076923078,1.8222222222222222,2.066666666666667,2.3666666666666667,2.2666666666666666,,-0.2444444444444447,2.3666666666666667,2.085185185185185,0.27269422421037,low
S02,c007,val,4,2.3333333333333335,15,60,60,0.3076923076923077,1.777777777777778,1.8222222222222222,2.066666666666667,2.3666666666666667,2.2666666666666666,-0.04444444444444429,2.066666666666667,1.888888888888889,0.15555555555555622,low
S02,c007,val,5,2.4,15,75,75,0.38461538461538464,2.088888888888889,1.777777777777778,1.8222222222222222,2.066666666666667,2.3666666666666667,0.3111111111111111,2.088888888888889,1.8962962962962964,0.16826395098667535,low
S02,c007,val,6,1.6666666666666667,15,90,90,0.46153846153846156,2.1333333333333333,2.088888888888889,1.777777777777778,1.8222222222222222,2.066666666666667,0.04444444444444429,2.1333333333333333,2.0,0.19372884193514125,low
S02,c007,val,7,1.9333333333333333,15,105,105,0.5384615384615384,2.0,2.1333333333333333,2.088888888888889,1.777777777777778,1.8222222222222222,-0.1333333333333333,2.1333333333333333,2.074074074074074,0.06789001029564226,low
S02,c007,val,8,2.6666666666666665,15,120,120,0.6153846153846154,2.088888888888889,2.0,2.1333333333333333,2.088888888888889,1.777777777777778,0.08888888888888902,2.1333333333333333,2.074074074074074,0.06789001029564226,low
S02,c007,val,9,3.4,15,135,135,0.6923076923076923,2.6666666666666665,2.088888888888889,2.0,2.1333333333333333,2.088888888888889,0.5777777777777775,2.6666666666666665,2.2518518518518515,0.3619790140109807,moderate
S02,c007,val,10,4.0,15,150,150,0.7692307692307693,3.3555555555555556,2.6666666666666665,2.088888888888889,2.0,2.1333333333333333,0.6888888888888891,3.3555555555555556,2.7037037037037037,0.6341450289133175,moderate
S02,c007,val,11,2.8666666666666667,15,165,165,0.8461538461538461,3.422222222222222,3.3555555555555556,2.6666666666666665,2.088888888888889,2.0,0.06666666666666643,3.422222222222222,3.1481481481481484,0.4183054193628276,moderate
S02,c007,val,12,1.5333333333333334,15,180,180,0.9230769230769231,2.8000000000000003,3.422222222222222,3.3555555555555556,2.6666666666666665,2.088888888888889,-0.6222222222222218,3.422222222222222,3.192592592592593,0.3416252609659292,moderate
S02,c007,val,13,4.0,2,195,195,1.0,2.7999999999999994,2.8000000000000003,3.422222222222222,3.3555555555555556,2.6666666666666665,-8.881784197001252e-16,3.422222222222222,3.0074074074074075,0.3592401674957653,moderate
S02,c008,val,0,4.666666666666667,15,0,0,0.0,4.666666666666667,,,,,,4.666666666666667,4.666666666666667,0.0,high
S02,c008,val,1,5.2,15,15,15,0.08333333333333333,4.933333333333334,4.666666666666667,,,,0.2666666666666666,4.933333333333334,4.800000000000001,0.1885618083164123,high
S02,c008,val,2,2.8,15,30,30,0.16666666666666666,4.222222222222222,4.933333333333334,4.666666666666667,,,-0.7111111111111112,4.933333333333334,4.607407407407408,0.35924016749576726,high
S02,c008,val,3,2.933333333333333,15,45,45,0.25,3.644444444444444,4.222222222222222,4.933333333333334,4.666666666666667,,-0.5777777777777784,4.933333333333334,4.266666666666667,0.6455928465037314,high
S02,c008,val,4,2.8,15,60,60,0.3333333333333333,2.8444444444444446,3.644444444444444,4.222222222222222,4.933333333333334,4.666666666666667,-0.7999999999999994,4.222222222222222,3.57037037037037,0.691869299486555,moderate
S02,c008,val,5,2.8,15,75,75,0.4166666666666667,2.8444444444444446,2.8444444444444446,3.644444444444444,4.222222222222222,4.933333333333334,0.0,3.644444444444444,3.1111111111111107,0.4618802153517004,moderate
S02,c008,val,6,3.8,15,90,90,0.5,3.133333333333333,2.8444444444444446,2.8444444444444446,3.644444444444444,4.222222222222222,0.2888888888888883,3.133333333333333,2.940740740740741,0.16679007776589155,moderate
S02,c008,val,7,3.6,15,105,105,0.5833333333333334,3.4,3.133333333333333,2.8444444444444446,2.8444444444444446,3.644444444444444,0.26666666666666705,3.4,3.1259259259259253,0.2778518419779413,moderate
S02,c008,val,8,2.533333333333333,15,120,120,0.6666666666666666,3.3111111111111113,3.4,3.133333333333333,2.8444444444444446,2.8444444444444446,-0.08888888888888857,3.4,3.2814814814814817,0.1357800205912841,moderate
S02,c008,val,9,2.3333333333333335,15,135,135,0.75,2.8222222222222224,3.3111111111111113,3.4,3.133333333333333,2.8444444444444446,-0.48888888888888893,3.4,3.1777777777777776,0.311111111111111,moderate
S02,c008,val,10,2.933333333333333,15,150,150,0.8333333333333334,2.6,2.8222222222222224,3.3111111111111113,3.4,3.133333333333333,-0.22222222222222232,3.3111111111111113,2.9111111111111114,0.36379345652766476,moderate
S02,c008,val,11,2.4,15,165,165,0.9166666666666666,2.5555555555555554,2.6,2.8222222222222224,3.3111111111111113,3.4,-0.04444444444444473,2.8222222222222224,2.6592592592592594,0.14286890016285952,moderate
S02,c008,val,12,4.230769230769231,13,180,180,1.0,3.188034188034188,2.5555555555555554,2.6,2.8222222222222224,3.3111111111111113,0.6324786324786325,3.188034188034188,2.7811965811965806,0.3530318058100535,moderate
S02,c009,val,0,7.866666666666666,15,0,0,0.0,7.866666666666666,,,,,,7.866666666666666,7.866666666666666,0.0,high
S02,c009,val,1,7.333333333333333,15,15,15,0.07142857142857142,7.6,7.866666666666666,,,,-0.2666666666666666,7.866666666666666,7.7333333333333325,0.1885618083164123,high
S02,c009,val,2,3.6,15,30,30,0.14285714285714285,6.266666666666667,7.6,7.866666666666666,,,-1.333333333333333,7.866666666666666,7.2444444444444445,0.8572134009771509,high
S02,c009,val,3,3.8666666666666667,15,45,45,0.21428571428571427,4.933333333333333,6.266666666666667,7.6,7.866666666666666,,-1.333333333333334,7.6,6.266666666666666,1.3333333333333324,high
S02,c009,val,4,4.933333333333334,15,60,60,0.2857142857142857,4.133333333333334,4.933333333333333,6.266666666666667,7.6,7.866666666666666,-0.7999999999999989,6.266666666666667,5.111111111111112,1.077720502487299,high
S02,c009,val,5,4.866666666666666,15,75,75,0.35714285714285715,4.555555555555556,4.133333333333334,4.933333333333333,6.266666666666667,7.6,0.4222222222222225,4.933333333333333,4.540740740740741,0.40020570842192155,high
S02,c009,val,6,2.933333333333333,15,90,90,0.42857142857142855,4.2444444444444445,4.555555555555556,4.133333333333334,4.933333333333333,6.266666666666667,-0.3111111111111118,4.555555555555556,4.311111111111111,0.2188635067065681,high
S02,c009,val,7,5.866666666666666,15,105,105,0.5,4.555555555555555,4.2444444444444445,4.555555555555556,4.133333333333334,4.933333333333333,0.3111111111111109,4.555555555555556,4.451851851851852,0.17962008374786878,high
S02,c009,val,8,6.066666666666666,15,120,120,0.5714285714285714,4.955555555555556,4.555555555555555,4.2444444444444445,4.555555555555556,4.133333333333334,0.40000000000000036,4.955555555555556,4.5851851851851855,0.35648027897824364,high
S02,c009,val,9,6.266666666666667,15,135,135,0.6428571428571429,6.066666666666666,4.955555555555556,4.555555555555555,4.2444444444444445,4.555555555555556,1.1111111111111107,6.066666666666666,5.192592592592592,0.7829457932873343,high
S02,c009,val,10,3.7333333333333334,15,150,150,0.7142857142857143,5.355555555555555,6.066666666666666,4.955555555555556,4.555555555555555,4.2444444444444445,-0.7111111111111112,6.066666666666666,5.459259259259259,0.5627679974288133,high
S02,c009,val,11,3.8666666666666667,15,165,165,0.7857142857142857,4.622222222222223,5.355555555555555,6.066666666666666,4.955555555555556,4.555555555555555,-0.7333333333333325,6.066666666666666,5.348148148148148,0.7222507116887978,high
S02,c009,val,12,7.066666666666666,15,180,180,0.8571428571428571,4.888888888888889,4.622222222222223,5.355555555555555,6.066666666666666,4.955555555555556,0.2666666666666666,5.355555555555555,4.955555555555556,0.37118429085532895,high
S02,c009,val,13,8.866666666666667,15,195,195,0.9285714285714286,6.6000000000000005,4.888888888888889,4.622222222222223,5.355555555555555,6.066666666666666,1.7111111111111112,6.6000000000000005,5.370370370370371,1.0732052680289539,high
S02,c009,val,14,8.0,1,210,210,1.0,7.977777777777779,6.6000000000000005,4.888888888888889,4.622222222222223,5.355555555555555,1.3777777777777782,7.977777777777779,6.48888888888889,1.5474391429825483,high
S03,c010,train,0,1.9333333333333333,15,0,0,0.0,1.9333333333333333,,,,,,1.9333333333333333,1.9333333333333333,0.0,low
S03,c010,train,1,2.6666666666666665,15,15,15,0.07142857142857142,2.3,1.9333333333333333,,,,0.3666666666666665,2.3,2.1166666666666667,0.25927248643506723,low
S03,c010,train,2,3.533333333333333,15,30,30,0.14285714285714285,2.711111111111111,2.3,1.9333333333333333,,,0.411111111111111,2.711111111111111,2.314814814814815,0.3891004715426753,moderate
S03,c010,train,3,4.6,15,45,45,0.21428571428571427,3.5999999999999996,2.711111111111111,2.3,1.9333333333333333,,0.8888888888888888,3.5999999999999996,2.8703703703703702,0.664471695217227,high
S03,c010,train,4,3.066666666666667,15,60,60,0.2857142857142857,3.733333333333333,3.5999999999999996,2.711111111111111,2.3,1.9333333333333333,0.1333333333333333,3.733333333333333,3.348148148148148,0.5557036839558823,high
S03,c010,train,5,3.533333333333333,15,75,75,0.35714285714285715,3.733333333333333,3.733333333333333,3.5999999999999996,2.711111111111111,2.3,0.0,3.733333333333333,3.6888888888888887,0.07698003589194322,high
